"Name","Team","Ht","GP","MINS","OPPM","DPPM","PPM","PTS","ORB","DRB","AST","STL","BLK","TOV","PF","RIMA","RIM.","MIDA","MID.","TPA","TP.","FTA","FT.","TS.","eFG."
"Tanner Hayhurst","BYU","6-6",11,24.851,-3,0.1,-2.9,3,6,0,3,0,0,4.5,4.5,3,0.5,4.5,0,1.5,0,0,0,0.167,0.167
"Trevon Blassingame","Idaho","6-4",28,596.752,-2.9,0,-2.9,7.1,0.4,3.1,1.3,1.2,0.5,1.2,3.8,1.5,0.56,1.2,0.211,3.3,0.4,1.3,0.727,0.539,0.515
"Langston Redfield","UC Irvine","6-3",33,385.382,-3.2,0.3,-2.9,3.5,0.4,2.3,2.2,0.6,0.2,2,3.2,1.7,0.474,0.7,0.125,1.9,0.227,0.5,0.833,0.386,0.357
"Marshall Kearing","South Alabama","6-9",24,217.934,-3.3,0.4,-2.9,12.7,2.1,5.9,1.3,1.8,2.5,3,4.9,5.4,0.588,2.7,0.235,5.1,0.312,1.3,0.25,0.461,0.47
"C.J. Napier","Dayton","6-6",5,4.317,-3,0.1,-2.9,37.5,7.5,22.5,0,0,0,0,15,7.5,1,7.5,1,7.5,0,15,0.5,0.633,0.667
"Eric Lee","Alabama A&M","6-4",32,344.153,-3.3,0.4,-2.9,8.9,2.4,3.6,0.7,2.1,0.8,2,4,5.2,0.679,1.2,0.167,0.2,0,3.5,0.417,0.541,0.567
"Khaleb Wilson-Rouse","New Orleans","6-2",23,679.851,-1.1,-1.8,-2.9,12,0.7,1.9,1.7,1.5,0.2,2.2,2.8,1.9,0.55,3.7,0.416,4.3,0.371,2.3,0.812,0.538,0.502
"Ryan Zan","La Salle","6-7",29,304.533,-3.7,0.8,-2.9,8.8,2.3,3.8,0.6,1.5,1.1,1.2,5.9,3,0.615,3,0.5,2.1,0.278,0.5,0.5,0.522,0.521
"Mike Pajeaud","Alcorn","6-1",27,543.55,-1.5,-1.4,-2.9,8.3,2.4,3.9,2.3,1.5,0.5,1.9,4.9,4.1,0.629,1.4,0.333,0.1,0.5,3.3,0.64,0.584,0.559
"Kareem Watkins","Kentucky","5-8",6,3.817,-2.7,-0.2,-2.9,0,0,8.6,8.6,0,0,0,0,0,0,0,0,17.1,0,0,0,0,0
"Marquese Josephs","Grand Canyon","6-1",13,18.618,-3,0.1,-2.9,23.7,1.6,1.6,1.6,1.6,3.2,4.7,1.6,9.5,0.667,0,0,0,0,12.6,0.875,0.765,0.667
"Todd Brogna","Stonehill","6-7",25,592.969,-2.3,-0.6,-2.9,8.5,1.6,4.9,2.6,0.6,0.8,2.4,3.5,3.6,0.548,0.4,0.143,4,0.29,1.3,0.652,0.487,0.471
"Roy Clarke","Saint Peter's","6-4",30,769.45,-1.6,-1.3,-2.9,10,1.4,3.1,2.6,1,0.3,2.9,1.9,5.2,0.4,1.3,0.214,2.7,0.268,4.1,0.756,0.447,0.374
"Robby Carmody","Mercer","6-4",24,419.433,-1.3,-1.6,-2.9,14.4,0.8,2.3,1.6,1.2,0.3,2.8,4.3,4.4,0.528,1.4,0.294,4.7,0.375,4.8,0.754,0.562,0.512
"Mookie Cook","Oregon","6-6",5,32.566,-2.8,-0.1,-2.9,6.2,0,3.1,1,2.1,0,1,3.1,3.1,1,0,0,2.1,0,0,0,0.6,0.6
"Tyler Isaak","California Baptist","6-3",6,46.25,-3.3,0.4,-2.9,4.2,0,2.5,4.2,2.5,0.8,1.7,4.2,1.7,0.5,0,0,3.4,0.25,1.7,0,0.36,0.417
"Terell Strickland","LIU","6-0",17,389.902,-3.1,0.2,-2.9,10.3,0.6,3.7,4.7,2.1,0.1,4,4.1,4.1,0.4,1.9,0.391,3.1,0.351,3.3,0.7,0.484,0.441
"Quion Burns","Maine","6-5",30,491.684,-1.1,-1.8,-2.9,13.6,1.6,4,1.1,1,0.4,1.6,3,3.5,0.52,2.5,0.5,5.7,0.296,3.2,0.711,0.51,0.479
"Zondrick Garrett","Tex. A&M-Commerce","6-8",16,292.152,-3.7,0.8,-2.9,11.2,2,4.1,1.2,1.4,2,1.3,4.6,6.5,0.574,0.8,0.286,2.6,0.136,3.1,0.692,0.488,0.452
"Zachary Visentin","Cal St. Fullerton","6-9",24,142.682,-2.6,-0.3,-2.9,9.9,4.1,0.5,0.5,0.5,0.7,2.2,6,6,0.52,0.2,0,0,0,4.6,0.789,0.585,0.5
"Michael Zanoni","Mercer","6-5",3,42.567,-2.5,-0.4,-2.9,3.9,0,0.8,0.8,1.6,0,0,1.6,0,0,1.6,0.5,4.7,0.167,0,0,0.312,0.312
"Issakha Niang","Central Ark.","6-8",1,19.45,-2.1,-0.8,-2.9,3.5,3.5,1.8,0,1.8,3.5,1.8,3.5,1.8,0,0,0,0,0,3.5,1,0.513,0
"Isaac Jack","Dayton","6-11",33,277.45,-1.1,-1.9,-3,14,3.1,4.3,0.7,1,1.8,3.3,6.2,7.4,0.755,1,0.429,0,0,2.9,0.714,0.722,0.717
"Connor Dow","Oklahoma St.","6-6",27,303.25,-3.1,0.1,-3,5.7,0.3,4,1.1,1.3,0.4,1.1,1.9,0.4,0.75,0.3,0.333,5.6,0.24,1,0.778,0.416,0.386
"Juan Sebastian Gorosito","Portland","6-0",29,807.113,-0.7,-2.3,-3,10.9,0.2,2.2,2.9,0.9,0,2.1,3.3,0.8,0.5,1,0.391,7.5,0.352,1.9,0.75,0.536,0.512
"Colby Duggan","Campbell","6-7",27,294.749,-1.7,-1.3,-3,9.5,0.9,2.5,1,0.5,0.2,1.2,2.9,1.9,0.533,0.6,0.6,5.1,0.317,2.4,0.789,0.543,0.5
"Gediminas Mokseckas","Campbell","6-4",28,741.216,-1.7,-1.3,-3,8.7,0.5,2.9,2.7,0.6,0.2,2.4,2.2,2.3,0.404,1.2,0.28,4.4,0.37,2.1,0.605,0.488,0.47
"Carter Lang","Vanderbilt","6-9",24,277.552,-3.4,0.4,-3,5.8,4.4,6.5,1,0.7,1.4,2.5,3.8,2.5,0.737,2.4,0.167,0.1,0,2.6,0.5,0.463,0.447
"Jordan Butler","Missouri","7-0",30,327.667,-4.6,1.6,-3,6.6,2.1,4.2,0.4,1,2.8,1.3,7.4,3.1,0.679,0.6,0,2.8,0.16,2.2,0.5,0.444,0.431
"Angel Montas","Fordham","6-6",5,58,-3,0,-3,12.1,1.1,3.3,0.6,0.6,0.6,1.1,3.9,5,0.778,0.6,0,5.5,0.2,2.2,0.5,0.502,0.5
"Caleb Murphy","DePaul","6-4",8,169.035,-2.3,-0.7,-3,9.2,0.6,3.3,2.9,1.2,0.6,2.9,3.7,3.9,0.632,2,0.4,0,0,3.5,0.765,0.607,0.552
"Canin Jefferson","North Ala.","6-2",26,238.831,-1.2,-1.8,-3,9.8,0.7,1.8,2.7,0.7,0.3,2.1,3.4,2.8,0.526,1.9,0.308,4,0.333,2.4,0.688,0.495,0.466
"De'Ante Green","Florida St.","6-10",31,367.915,-1.8,-1.2,-3,12.8,2.6,2.4,1.1,0.5,0.8,2.2,5.8,5.2,0.667,2.2,0.375,1.6,0.176,4.9,0.698,0.568,0.526
"Isaiah Adams","Buffalo","6-6",24,792.699,-0.7,-2.3,-3,12.7,0.5,3.4,3.7,1.1,0.4,3.3,3,3.8,0.655,3.4,0.423,5.9,0.213,1.7,0.667,0.458,0.444
"Crosby James","Presbyterian","6-0",28,431.501,-1,-2,-3,11.8,0.1,1.9,1.3,0.8,0.1,1.2,4.2,1.7,0.429,2.1,0.231,6.2,0.372,3.3,0.762,0.514,0.468
"Jimmy Nichols Jr.","Coastal Carolina","6-8",12,244.033,-1.3,-1.7,-3,14.8,2.7,5.3,1.6,0.3,2,3.8,4.8,5,0.676,3.8,0.357,1.8,0.538,3.3,0.75,0.61,0.583
"Akira Jacobs","Hawaii","6-9",26,175.668,-1.4,-1.6,-3,13.2,0.8,4.6,0.8,0.4,0.2,2.2,4,2.2,0.636,0.4,0,8.8,0.364,0.8,1,0.56,0.544
"Chris Nix","Texas St.","6-9",27,355.701,-2.2,-0.8,-3,8.6,4.1,4.1,2.1,1.2,1.2,2.7,4.6,7.2,0.575,0.6,0,0,0,0.7,0.429,0.528,0.532
"Daniel Loos","Austin Peay","6-6",27,298.482,-3.7,0.7,-3,5.7,3.8,4.5,0.9,1.6,0.5,1.4,6.9,4,0.625,0.5,0.5,0,0,0.9,0.143,0.572,0.611
"David Tubek","Seton Hall","6-7",14,74.883,-2.4,-0.6,-3,5.9,2.3,3.2,0.5,0,0,0.5,2.3,0.9,0,1.4,0.333,3.6,0.25,2.7,0.833,0.41,0.308
"Aidan Prukop","Cal Poly","6-4",16,215.7,-1.3,-1.7,-3,10.7,0.5,3.3,1.3,0.5,0.3,1.3,3.3,0.8,0.2,3.8,0.25,6.6,0.381,1.1,0.857,0.457,0.437
"Kanye Jones","Buffalo","6-4",7,114.583,-1.7,-1.3,-3,14.9,1.1,3.4,1.7,0.9,0.3,1.4,1.4,6.3,0.409,1.7,0.167,4,0.214,8.3,0.793,0.466,0.345
"Leo DeBruhl","UC Davis","6-2",31,618.798,-1.9,-1.1,-3,9.9,1.3,4,2.9,0.9,0.1,3.1,4.5,3,0.537,1,0.421,3.6,0.308,2.9,0.868,0.552,0.486
"Darik Dissette","North Dakota St.","6-4",27,286.284,-2.1,-0.9,-3,6.1,2.8,1.8,1.1,0.7,0,1.1,4.5,3.7,0.6,1.1,0.333,0.9,0.143,1.8,0.333,0.471,0.489
"David Kamwanga","UT Martin","6-7",21,161.766,-3.6,0.6,-3,6.4,3.6,6.8,0.2,0.6,0.6,1.4,5.4,4.6,0.609,0.8,0,0,0,1.2,0.667,0.536,0.519
"Johnnie Walter","Penn","6-10",20,160.118,-2.3,-0.7,-3,8.4,3.2,4.3,1.4,0.5,0.7,2,4.3,5.2,0.304,0.2,1,3,0.462,1.8,0.375,0.453,0.459
"Jack Holmstrom","Monmouth","6-5",25,122.15,-1,-2,-3,8.2,0.6,2,0.3,0.3,0,0.6,1.2,0.9,0.333,0.3,0,5,0.471,0.6,1,0.638,0.619
"Kyle Jenkins","Lafayette","6-7",30,882.899,-1.3,-1.7,-3,11.3,1.4,4.2,1.5,1.1,0.5,2.1,2.3,4.3,0.612,1,0.292,4.2,0.347,1.7,0.61,0.546,0.537
"Noah Farrakhan","West Virginia","6-1",23,452.935,-1.2,-1.8,-3,13.3,0.7,4.5,2.9,0.8,0.1,2.6,4,3.5,0.404,6,0.438,2.8,0.351,3,0.75,0.484,0.448
"Nestor Dyachok","Southern Utah","6-9",24,180.086,-3.1,0.1,-3,6.7,0.5,1.4,2,1.1,0.7,1.1,5.2,1.8,0.3,1.1,0.333,5.2,0.241,1.6,0.667,0.375,0.344
"Devon Pryor","Texas","6-7",7,22.201,-3.2,0.2,-3,7.7,7.7,3.1,0,0,0,0,4.6,3.1,0.5,3.1,0,7.7,0.2,0,0,0.278,0.278
"Cam Lawin","San Diego St.","6-3",7,10.967,-3.8,0.8,-3,0,0,3.5,3.5,0,0,0,0,0,0,0,0,7.1,0,3.5,0,0,0
"Marcellus Brigham Jr","Jacksonville St.","6-7",28,713.934,-2,-1,-3,10.7,1.5,4.4,1.3,1.2,0.4,2.5,3.7,2.8,0.561,2.6,0.327,3.2,0.338,3.8,0.675,0.513,0.471
"Jae Slack","Northwestern St.","6-6",22,310.151,-0.3,-2.7,-3,12.3,1.9,4.5,0.8,1,0.2,1.3,3.9,3.2,0.379,1.9,0.294,5,0.391,4.2,0.684,0.509,0.467
"Lukas Walls","Samford","6-5",31,280.482,-2,-1,-3,10.4,0.7,3,1.3,1.1,0.4,2.2,3.6,3.9,0.528,0.7,0.5,2.6,0.5,2.1,0.789,0.633,0.606
"Joe Octave","Holy Cross","6-4",28,851.751,0.5,-3.5,-3,16.9,1.8,5.2,2,0.7,0.2,2.2,2.5,5.7,0.575,3.4,0.35,4.6,0.271,6,0.707,0.511,0.463
"Osiris Grady","Utah Valley","6-9",30,412.234,-2,-1,-3,11,1.8,4.7,1.3,0.7,0.8,2.7,3.9,4.9,0.69,2.3,0.296,0.3,0.25,4.2,0.64,0.581,0.556
"Jayden Stevens","Oregon St.","6-7",17,108.85,-2.6,-0.4,-3,4.8,1.4,2.7,1.4,0.3,1,0.7,2.4,3.8,0.364,0,0,1.7,0.2,3.8,0.273,0.33,0.344
"Dionjahe Thomas","McNeese","6-8",2,8.167,-3.2,0.2,-3,18.5,9.2,13.8,0,0,0,4.6,18.5,9.2,1,4.6,0,0,0,0,0,0.667,0.667
"KC Ugwuakazi","Tex. A&M-Commerce","6-8",25,313.567,-3.1,0.1,-3,9.5,3.5,4.1,0.5,1,1.9,1.8,5.6,6.7,0.508,0.5,0.25,1.2,0.091,4,0.543,0.463,0.439
"Jayshen Saigal","Lehigh","6-2",13,102.084,-2.7,-0.3,-3,3.4,0.3,3.8,1.4,1,0.3,0.3,1,0.7,1,0,0,2.1,0.333,0.3,0,0.59,0.625
"PJ Edwards","Bowling Green","6-4",25,359.603,-2.2,-0.8,-3,6.1,1.1,3.7,1.7,1.4,0.1,1,3.1,2.5,0.538,0.7,0.571,3.3,0.171,1.6,0.588,0.421,0.397
"Nnanna Njoku","Villanova","6-9",11,53.317,-4.4,1.4,-3,5.8,5.8,7.7,0.6,0.6,3.9,1.9,12.9,3.2,0.6,0,0,0,0,2.6,0.75,0.652,0.6
"Kuluel Mading","Norfolk St.","6-9",31,597.635,-3.3,0.3,-3,9.3,2.4,3.7,0.7,0.7,1.9,2.2,3.5,4.1,0.676,2,0.235,2.5,0.19,2,0.676,0.484,0.458
"Thomas Batties II","Harvard","6-7",21,529.417,-2.5,-0.5,-3,8.9,1.3,4.6,1,1,0.5,1.3,3,3.2,0.51,0.9,0.286,3.2,0.306,3,0.689,0.502,0.46
"Leon Nahar","Stony Brook","6-10",7,33.634,-2.9,-0.1,-3,10.3,1.9,3.8,3.8,1.9,0,0,5.6,0.9,1,2.8,0.333,5.6,0.167,3.8,1,0.462,0.35
"Trey Miller","Southern Ill.","6-2",23,152.851,-2.3,-0.7,-3,5.9,0.2,1.2,5.4,1.2,0,2.8,5.4,4.2,0.444,1.6,0.143,0.7,0.333,0.9,1,0.418,0.375
"Steven Clay","UIC","6-4",30,438.035,-2.8,-0.2,-3,10.4,0.6,3.1,1.4,0.9,0.7,1.6,5,2,0.72,0.7,0.222,6,0.329,1.5,0.842,0.55,0.523
"Hunter Adam","Davidson","6-7",30,407.68,-2.4,-0.6,-3,7.1,1.5,3.3,1.1,0.8,1.1,1.6,3.8,2.1,0.739,0.5,0.333,3.8,0.256,0.9,0.9,0.521,0.493
"Qwanzi Samuels","IUPUI","6-9",28,547.585,-2,-1,-3,9,2.9,5.5,1.1,1.1,0.4,2.1,2.9,4.7,0.608,1.8,0.393,1.3,0.095,2,0.774,0.516,0.48
"Zarique Nutter","NIU","6-7",20,706.801,-0.2,-2.8,-3,14.7,1.1,4.6,1.8,0.7,0.4,2.5,1.8,6.5,0.541,3.9,0.39,2,0.293,4.5,0.649,0.507,0.477
"Walker Horn","Kentucky","6-4",4,2.1,-2.7,-0.3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ze'rik Onyema","Texas","6-8",23,219.166,-2.2,-0.8,-3,11.6,2.6,5.1,0.6,0.3,2.5,2,4.8,6.5,0.595,2,0.385,0,0,3.2,0.714,0.577,0.545
"Trey Edmonds","UTSA","6-10",31,697.699,-2.3,-0.7,-3,10.6,3.4,5.2,0.5,0.6,0.6,1.8,3.3,6.3,0.605,0.9,0.222,0,0,5.8,0.458,0.537,0.558
"Kaden Gumbs","Texas St.","6-2",23,684.616,-2.3,-0.7,-3,10.7,0.8,4.3,4,1.4,0.2,3,2.4,6,0.466,2.6,0.275,1.3,0.24,3.8,0.753,0.461,0.401
"Cameron Crawford","Marshall","6-5",21,378.166,-2,-1.1,-3.1,14.3,1.5,2.4,2.7,1.5,0.3,3.4,2.9,4.1,0.542,4.6,0.273,5.6,0.303,3.2,0.711,0.452,0.42
"Adanteâ Holiman","UTSA","6-0",20,431.05,-1.5,-1.6,-3.1,11.3,0.1,2.5,3,1.1,0.2,1.7,3,2.9,0.316,1.2,0.375,7.2,0.305,2.7,0.743,0.45,0.413
"Ben Bowen","Denver","6-5",18,160.516,-1.6,-1.5,-3.1,6.5,0.9,1.5,1.9,0.9,1.1,0.6,3.2,2.8,0.462,0.9,0.25,2.4,0.273,2.4,0.636,0.451,0.411
"Eric Acker","LIU","6-2",23,789.617,-1,-2.1,-3.1,13,1,2.9,3.7,0.6,0.1,3.1,1,3,0.472,5.6,0.451,3.9,0.28,2.8,0.657,0.47,0.446
"Christian Tomasco","Hofstra","6-9",4,22.617,-3.5,0.4,-3.1,0,1.5,1.5,1.5,1.5,0,0,6.2,1.5,0,0,0,0,0,0,0,0,0
"Ethan Okwuosa","Boston U.","6-2",31,788.185,-1.8,-1.3,-3.1,10.6,0.7,5.2,1.7,1,0.3,1.1,2.1,3.5,0.545,2.7,0.417,3.5,0.286,2.6,0.632,0.489,0.467
"Devon Hancock","ULM","6-3",5,79.417,-3,-0.1,-3.1,7.7,0.4,2.1,2.6,1.7,0.4,1.7,2.6,1.3,0.667,2.1,0.2,4.3,0.3,2.1,0.6,0.442,0.417
"Felix Brostrom","South Dakota","6-8",18,187.083,-0.8,-2.3,-3.1,9.5,1.6,3.6,2.1,0.5,0.3,2.4,2.6,1.4,0.25,1.9,0.545,3.5,0.55,1.7,0.6,0.629,0.628
"A.J. Wills","Holy Cross","6-2",21,326.752,0.2,-3.3,-3.1,12.3,0.2,1.7,2.1,0.8,0,0.9,2,2.3,0.381,4.8,0.465,4.4,0.325,2.2,0.8,0.489,0.457
"Deshawn Jean-Charles","Chicago St.","6-6",27,666.1,-3.6,0.5,-3.1,7.6,1.5,3.5,1.2,0.9,0.7,2.1,3.9,2.9,0.4,1.6,0.333,2.8,0.264,2.9,0.655,0.433,0.384
"Artese Stapleton","Kansas City","6-3",8,100.566,-1.7,-1.4,-3.1,11.4,0.4,2.6,5.5,1.1,0,4.4,2.9,4.8,0.385,2.9,0.5,2.9,0.375,2.9,0.5,0.473,0.466
"Quincy Allen","James Madison","6-8",7,43.617,-2.9,-0.2,-3.1,15.7,1.4,4.8,0,0,0.7,3.4,5.5,6.1,0.667,0.7,0,6.8,0.3,1.4,1,0.549,0.525
"Chris Cain","Cornell","6-8",12,43.733,-3.2,0.1,-3.1,8.6,3.6,2.9,1.4,2.1,2.1,1.4,5.7,4.3,0.333,0,0,7.1,0.2,1.4,1,0.354,0.312
"Jalal McKie","N.C. A&T","6-5",30,688.35,-0.9,-2.2,-3.1,12.6,0.8,3.6,0.6,0.5,0.2,1,2.2,1.2,0.522,5,0.381,6.2,0.317,1.9,0.838,0.472,0.442
"Jackson Grant","Utah St.","6-10",3,14.017,-2.8,-0.3,-3.1,9.2,4.6,4.6,0,0,0,0,2.3,9.2,0.5,0,0,0,0,0,0,0.5,0.5
"Dezmond McKinney","Bellarmine","6-0",21,387.815,-2.4,-0.7,-3.1,8.9,0.7,4.7,3,1.7,0.4,2.3,3,5.2,0.474,1.9,0.381,0,0,2.7,0.931,0.528,0.449
"Jarius Cook","Jacksonville","6-3",26,644.534,-1.1,-2,-3.1,10,0.6,2.3,0.8,1.1,0.2,1,3.3,1,0.444,1.4,0.28,6.6,0.361,1.5,0.815,0.517,0.491
"Jalen Pitre","Pepperdine","6-8",19,318.951,-2.8,-0.3,-3.1,8.9,2.5,4.1,1,1.1,0.9,2.3,5.3,3.9,0.694,0.9,0.25,2.5,0.261,2.1,0.526,0.539,0.537
"Dekedran Thorn","Alcorn","6-4",28,782.084,-0.6,-2.5,-3.1,10.4,0.7,3.5,1.2,1.6,0.3,1.5,2.8,1.9,0.571,2.7,0.35,4.8,0.352,1.6,0.811,0.514,0.486
"Halil Barre","Duquesne","6-9",31,256.633,-2.4,-0.7,-3.1,8.9,3.3,5.1,0.6,0.3,1.9,2.1,4.7,6.4,0.609,1.1,0,0,0,2.4,0.471,0.516,0.519
"Kamron Hobbs","Morgan St.","5-10",28,867.334,-0.7,-2.4,-3.1,10,0.9,2.1,3.1,0.9,0.1,1.9,1.7,1.7,0.5,3.4,0.371,4.4,0.316,2.1,0.796,0.479,0.442
"Jerome Brewer","Tex. A&M-Commerce","6-9",15,490.517,-1.9,-1.2,-3.1,14.5,1.2,4.3,0.6,0.8,1.6,1.8,2.4,4.7,0.582,1.5,0.636,5.6,0.3,3.1,0.682,0.548,0.527
"Duncan Powell","Sacramento St.","6-8",27,723.666,-0.4,-2.7,-3.1,16.4,3.7,5.4,2.3,0.5,0.5,2.5,2.9,7.5,0.589,2.8,0.315,2.5,0.292,5.2,0.683,0.536,0.5
"Emmanuel Ogbole","Rutgers","6-10",10,80.917,-4.5,1.4,-3.1,9.1,6.1,2.6,0.9,2.2,2.2,3.9,5.7,5.2,0.5,1.7,0.25,0,0,7.4,0.412,0.436,0.438
"Michael Jankovich","Kansas","6-4",11,36.683,-2.4,-0.7,-3.1,14.2,1.6,0.8,0,0,0,0.8,2.4,0.8,1,0,0,8.7,0.455,1.6,0.5,0.695,0.708
"Dre Fuller Jr.","UTSA","6-6",31,698.215,-1.2,-1.9,-3.1,13.4,1.3,5,1.6,0.8,0.7,2,2.4,3.7,0.488,2.6,0.351,6.6,0.312,2.6,0.696,0.475,0.45
"Josiah Dotzler","Creighton","6-3",19,72.799,-2.4,-0.7,-3.1,11.7,0.5,2.8,1.4,1.4,0,3.3,3.3,5.6,0.667,0,0,5.2,0.182,2.3,0.6,0.493,0.478
"Keyon Kensie","San Diego","6-7",26,243.785,-3.9,0.8,-3.1,11.6,1.3,6,0.7,1.4,0.3,1.1,4.7,6.3,0.444,2.1,0.133,5.2,0.108,4.7,0.794,0.367,0.289
"Max Burchill","South Dakota","6-4",28,762.134,-0.9,-2.2,-3.1,8.6,1.3,2.5,2.1,0.7,0.2,2.4,3.5,1.6,0.457,1.2,0.308,3.1,0.463,2.5,0.87,0.612,0.551
"Joe Nugent","Holy Cross","6-6",28,796.383,-1.3,-1.8,-3.1,8.1,0.7,5,0.4,0.7,0.2,0.7,3.1,0.8,0.412,0.2,0.5,6,0.394,0.2,0.6,0.57,0.569
"Nick Farrar","UNCW","6-7",15,156.769,-1.3,-1.8,-3.1,11.7,1.4,2.8,2.1,0.2,0.2,1.6,3.3,5.4,0.609,1.9,0,3.8,0.312,2.1,0.778,0.488,0.457
"Grant Darbyshire","Kentucky","6-2",4,1.766,-2.8,-0.3,-3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kade Rice","Boise St.","6-4",6,9.5,-3.3,0.2,-3.1,0,3.8,0,3.8,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0
"Tarris Reed Jr.","Michigan","6-10",32,852.084,-2,-1.1,-3.1,11.9,3.4,6.2,0.8,0.7,2,2.9,3.4,7,0.571,1.6,0.333,0.1,0.333,4.6,0.586,0.544,0.526
"Jun Seok Yeo","Gonzaga","6-8",24,145.1,-2.6,-0.5,-3.1,10.2,1.9,3.2,0.4,0.4,1.1,1.5,4.7,2.3,0.727,2.1,0.6,4.1,0.158,3.4,0.688,0.504,0.462
"Kobe Jerome","Delaware","6-4",19,153.753,-2.7,-0.4,-3.1,1.3,0.2,2.2,3.3,0.4,0,1.6,2.7,0,0,0,0,3.8,0.118,0,0,0.176,0.176
"Janko Buljic","Lamar University","6-10",28,351.334,-2.1,-1,-3.1,7.1,4.1,4.8,3.7,0.8,0.6,2.9,6.4,4.3,0.533,1.4,0.333,0,0,2.8,0.552,0.502,0.483
"Evan Dickey","Dayton","6-3",3,3.467,-3.1,0,-3.1,0,8.6,0,8.6,0,0,8.6,8.6,0,0,8.6,0,0,0,0,0,0,0
"Vincent Ricchiuti","Wake Forest","6-6",6,4.983,-2.8,-0.3,-3.1,36,0,0,0,0,0,0,0,0,0,0,0,24,0.5,0,0,0.75,0.75
"Teo Rice","Yale","6-2",9,17.616,-3.4,0.3,-3.1,20,2,6,2,4,0,0,6,6,0.667,2,0,6,0.333,8,0.75,0.562,0.5
"Peter Carey","Syracuse","6-11",12,63.301,-4.3,1.2,-3.1,4.6,1.5,4.1,0.5,1.5,1,0,9.2,4.1,0.375,2.5,0.2,0,0,1,0.5,0.323,0.308
"Ryan Mutombo","Georgetown","7-2",15,67.699,-3.4,0.3,-3.1,5.2,3.8,4.7,0,0.5,0.5,0.5,1.9,3.8,0.375,0,0,0,0,4.3,0.556,0.448,0.375
"Theo Hughes","Northern Colo.","7-0",29,337.617,-2.9,-0.2,-3.1,10.3,2.6,5.1,1,0.4,1.5,2.7,6.4,4.5,0.75,1.6,0.375,0,0,4.4,0.512,0.622,0.65
"Miles Lewis","Tarleton St.","6-0",11,105.583,-1.3,-1.8,-3.1,9.3,0.7,2.4,4.8,0.3,0.7,2.8,1.4,2.4,0,7.2,0.571,1.4,0.25,0,0,0.422,0.422
"Sincere Malone","Eastern Ill.","6-8",25,345.566,-3,-0.1,-3.1,9.1,1.6,6.5,0.9,1.9,0.7,2.4,4.4,5,0.531,2.3,0.318,0.4,0,2.8,0.852,0.507,0.44
"Sebastian Hartmann","Eastern Wash.","6-5",30,355.781,-2.2,-0.9,-3.1,7.3,1.2,2.3,1.8,0.6,0.2,1.6,4.8,3,0.844,0.2,0.5,2.9,0.194,1.2,0.231,0.541,0.569
"Matt Curtis","Fairfield","6-4",15,151.051,-0.7,-2.4,-3.1,10.4,0.4,2.2,1.3,0.2,0,1.1,0.9,0.4,0.5,3.1,0.571,6.7,0.267,2.2,0.5,0.463,0.457
"Stephen Byard","Alcorn","6-8",24,475.032,0.4,-3.5,-3.1,13.5,2.9,4.6,1,0.9,0.2,1.9,2.7,6.4,0.563,3.8,0.51,0.1,0,3.5,0.688,0.566,0.54
"Zamoku Weluche-Ume","George Washington","6-8",14,110.302,-2.2,-0.9,-3.1,8.8,0.6,4.1,0.6,0.3,0.9,1.3,3.8,2.5,0.75,1.3,0,5.7,0.222,1.9,0.667,0.426,0.4
"Tay Knox","Western Ill.","6-9",27,363.749,-3.5,0.4,-3.1,9.2,2.4,4.9,0.5,0.6,3.3,1.7,3.9,5.6,0.596,1.4,0.286,0,0,3.5,0.486,0.531,0.535
"Xinyi Li","Manhattan","6-9",22,178.95,-1.7,-1.4,-3.1,11.5,1.1,4.1,1.1,0.4,0.4,1.9,2.8,4.3,0.435,0.4,0,5.4,0.379,2.6,0.643,0.511,0.491
"Frank Anselem","Georgia","6-10",1,6.883,-3.3,0.2,-3.1,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"Jackie Johnson III","UNLV","5-11",32,463.449,-0.4,-2.8,-3.2,12.8,0.1,2.5,2,0.9,0.2,2,2.1,4.2,0.537,2.1,0.296,6.3,0.346,0.8,0.5,0.489,0.488
"Andrej Stojakovic","Stanford","6-7",31,691.582,-1.6,-1.6,-3.2,11.6,0.8,4.1,1.3,0.6,0.2,1.7,1.2,3.5,0.575,2.9,0.367,4.9,0.317,1.6,0.529,0.484,0.479
"Daniel Tobiloba","South Fla.","7-0",10,41.55,-3.4,0.2,-3.2,5.6,2.4,4.8,0.8,0,0.8,0,4,3.2,0.75,0,0,0,0,3.2,0.25,0.593,0.75
"Harvin Ibarguen","NIU","6-9",25,511.751,-1.7,-1.5,-3.2,6.3,3.2,5.4,0.8,0.6,0.3,1.5,4.6,3.6,0.712,0.3,0,0.1,0,2,0.586,0.625,0.627
"Derek Vorst","Indiana St.","6-10",18,98.516,-2.7,-0.5,-3.2,11.2,1.9,6.2,2.2,0,1.2,4.4,4.7,4.4,0.571,0,0,2.8,0.333,5.3,0.647,0.579,0.543
